T54FVK6,16 x 1149,90-277 VAC Electronic Ballast 28W,16,6000,120,2000
T54FVK4,16 x 1149,90-277 VAC Electronic Ballast 28W,16,4000,120,2000
T54FVK3,16 x 1149,90-277 VAC Electronic Ballast 28W,16,3000,120,2000
T52FVK6,16 x549,90-277 VAC Electronic Ballast 28W,8,6000,120,1000
T52FVK4,16 x549,90-277 VAC Electronic Ballast 28W,8,4000,120,1000
T52FVK3,16 x549,90-277 VAC Electronic Ballast 28W,8,3000,120,1000
